Unnamed: 0_x,광역시도,시군,pop,moon,hong,ahn,ID,rate_moon,rate_hong,rate_ahn,Unnamed: 0_y,y,x,moon_vs_hong,moon_vs_ahn,ahn_vs_hong
87,경기도,평택시,273677.0,104574.0,62827.0,64057.0,평택,38.21073747519886,22.95662404951823,23.406058967322792,112,11,4,15.254113425680632,14.80467850787607,0.4494349178045631
88,경기도,양주시,121344.0,46286.0,29739.0,28469.0,양주,38.144448839662445,24.508010284810126,23.461398997890296,4,1,3,13.636438554852319,14.68304984177215,-1.0466112869198305
89,경기도,동두천시,55487.0,19444.0,15733.0,12808.0,동두천,35.04244237388938,28.354389316416455,23.082884279200535,5,1,4,6.688053057472924,11.959558094688845,-5.2715050372159205
90,경기도,안산시상록구,226266.0,98564.0,39723.0,55067.0,안산 상록,43.56111832975348,17.555885550635093,24.337284435133867,64,7,3,26.005232779118383,19.22383389461961,6.781398884498774
91,경기도,안산시단원구,187253.0,80771.0,33862.0,45779.0,안산 단원,43.134689430876946,18.083555403651744,24.447672400442183,74,8,3,25.051134027225203,18.687017030434763,6.36411699679044
92,경기도,고양시덕양구,287087.0,120063.0,55157.0,61581.0,고양 덕양,41.82112042690891,19.212642857391664,21.45029207174132,12,2,3,22.608477569517248,20.370828355167593,2.2376492143496556
93,경기도,고양시일산동구,188297.0,81622.0,34980.0,41166.0,고양 일산동,43.347477654981226,18.577035215643374,21.862270774361782,13,2,4,24.770442439337852,21.485206880619444,3.2852355587184086
94,경기도,고양시일산서구,192610.0,85919.0,35147.0,41563.0,고양 일산서,44.6077566066144,18.24775452987903,21.57883806655937,21,3,3,26.360002076735373,23.02891854005503,3.3310835366803424
95,경기도,과천시,40789.0,16528.0,9055.0,8736.0,과천,40.52072862781632,22.199612640662924,21.41753904238888,69,7,8,18.321115987153394,19.103189585427437,-0.7820735982740423
96,경기도,의왕시,103913.0,43869.0,21218.0,23602.0,의왕,42.21704695273931,20.41900435941605,22.713231260766218,89,9,6,21.79804259332326,19.50381569197309,2.294226901350168
97,경기도,구리시,123469.0,51181.0,26113.0,28698.0,구리,41.452510346726704,21.1494383205501,23.24308125926346,26,3,8,20.303072026176604,18.209429087463246,2.0936429387133586
98,경기도,남양주시,397972.0,165079.0,86026.0,92048.0,남양주,41.480053873136804,21.616093594524237,23.12926537545355,16,2,7,19.863960278612566,18.350788497683254,1.5131717809293121
99,경기도,오산시,118683.0,52358.0,21829.0,27201.0,오산,44.11583798859146,18.39269314055088,22.91903642476176,98,10,3,25.72314484804058,21.1968015638297,4.526343284210881
100,경기도,화성시,386002.0,176940.0,69014.0,84967.0,화성,45.83914072984078,17.8791819731504,22.012062113667806,86,9,3,27.95995875669038,23.827078616172972,4.132880140517408
101,경기도,시흥시,239227.0,103732.0,43248.0,58119.0,시흥,43.3613262717001,18.078226955987407,24.294498530684244,53,6,3,25.283099315712693,19.066827741015857,6.216271574696837
102,경기도,군포시,186084.0,82551.0,34784.0,41883.0,군포,44.36222351196234,18.692633434362975,22.507577223189525,88,9,5,25.669590077599366,21.854646288772816,3.8149437888265503
103,경기도,하남시,138937.0,57298.0,31793.0,30999.0,하남,41.24027436895859,22.883033317258903,22.31155127863708,27,3,9,18.357241051699685,18.92872309032151,-0.5714820386218236
104,경기도,파주시,256847.0,107148.0,55347.0,54921.0,파주,41.71666400619824,21.54862622495104,21.382768730022153,20,3,2,20.168037781247204,20.33389527617609,-0.16585749492888624
105,경기도,여주시,65695.0,20474.0,21581.0,14545.0,여주,31.165233274982874,32.85029302077784,22.14019331760408,48,5,9,-1.685059745794966,9.025039957378794,-10.71009970317376
106,경기도,이천시,121841.0,44109.0,33301.0,26695.0,이천,36.20209945748968,27.331522229791283,21.90970198865735,59,6,9,8.870577227698398,14.29239746883233,-5.421820241133933
107,경기도,용인시처인구,134872.0,50423.0,33153.0,32027.0,용인 처인,37.385817664155645,24.581084287324277,23.746218636929832,92,9,9,12.804733376831368,13.639599027225813,-0.8348656503944447
108,경기도,용인시수지구,225513.0,95325.0,50229.0,47125.0,용인 수지,42.27029040454431,22.27321706509159,20.896799741034886,80,8,9,19.997073339452722,21.373490663509426,-1.3764173240567033
109,경기도,용인시기흥구,261414.0,116017.0,53405.0,55393.0,용인 기흥,44.380561102312804,20.429280757725294,21.189760303579764,91,9,8,23.95128034458751,23.19080079873304,0.7604795458544693
110,경기도,안성시,106490.0,39380.0,26693.0,25193.0,안성,36.97999812188938,25.06620339938022,23.657620433843555,99,10,4,11.91379472250916,13.322377688045826,-1.4085829655366666
111,경기도,김포시,225075.0,93697.0,48490.0,51081.0,김포,41.6292346995446,21.543929801177384,22.69510163278907,22,3,4,20.085304898367212,18.93413306675553,1.1511718316116841
112,경기도,광주시,199221.0,80175.0,45030.0,46829.0,광주,40.244251359043474,22.60303883626726,23.506056088464568,70,7,9,17.641212522776215,16.738195270578906,0.9030172521973086
113,경기도,포천시,90620.0,27632.0,28030.0,22505.0,포천,30.492165084970207,30.93136173030236,24.834473626131096,7,1,6,-0.43919664533215297,5.6576914588391105,-6.0968881041712635
114,경기도,연천군,28675.0,8384.0,9557.0,6805.0,연천,29.238012205754142,33.32868352223191,23.731473408892764,6,1,5,-4.090671316477771,5.506538796861378,-9.597210113339148
115,경기도,양평군,71056.0,21329.0,24800.0,15653.0,양평,30.017169556406216,34.902049088043235,22.029103805449225,37,4,9,-4.884879531637019,7.9880657509569915,-12.87294528259401
116,경기도,가평군,38897.0,10873.0,13865.0,9089.0,가평,27.953312594801655,35.64542252615883,23.366840630382807,25,3,7,-7.692109931357177,4.586471964418848,-12.278581895776025
117,강원도,춘천시,175879.0,66874.0,43494.0,38684.0,춘천,38.022731537022615,24.72950153230346,21.994666787962178,10,1,9,13.293230004719156,16.028064749060437,-2.7348347443412813
118,강원도,원주시,204233.0,77495.0,50750.0,45776.0,원주,37.94440663359986,24.8490694451925,22.413615821145456,49,5,10,13.09533718840736,15.530790812454406,-2.435453624047046
119,강원도,강릉시,132395.0,41565.0,44421.0,26895.0,강릉,31.394690131802562,33.551871294233166,20.314211261754597,29,3,11,-2.1571811624306036,11.080478870047966,-13.23766003247857
120,강원도,동해시,55542.0,17184.0,19009.0,11345.0,동해,30.938749054769367,34.224550790392854,20.42598394008138,39,4,11,-3.2858017356234868,10.512765114687987,-13.798566850311474
121,강원도,삼척시,44097.0,13496.0,15971.0,8185.0,삼척,30.605256593419057,36.21788330271901,18.56135338004853,50,5,11,-5.612626709299953,12.043903213370527,-17.65652992267048
122,강원도,태백시,28101.0,9557.0,10046.0,4971.0,태백,34.00946585530764,35.74961745133625,17.68976193018042,38,4,10,-1.7401515960286105,16.319703925127218,-18.05985552115583
123,강원도,정선군,23859.0,8270.0,8323.0,4489.0,정선,34.661972421308526,34.884110817720774,18.814703047068193,28,3,10,-0.22213839641224808,15.847269374240334,-16.06940777065258
124,강원도,속초시,46985.0,15045.0,13883.0,11031.0,속초,32.02085772054911,29.54772799829733,23.477705650739598,11,1,10,2.4731297222517803,8.543152069809512,-6.070022347557732
125,강원도,고성군,18692.0,5664.0,6511.0,3964.0,고성(강원),30.30173336186604,34.83308367215921,21.206933447464156,3,0,10,-4.5313503102931705,9.094799914401886,-13.626150224695056
126,강원도,양양군,17853.0,5017.0,6687.0,3868.0,양양,28.101719598946957,37.45588976642581,21.665826471741447,19,2,10,-9.354170167478856,6.43589312720551,-15.790063294684366
127,강원도,인제군,20751.0,6574.0,6009.0,4759.0,인제,31.680400944532792,28.957640595633944,22.933834513999326,9,1,8,2.7227603488988485,8.746566430533466,-6.023806081634618
128,강원도,홍천군,43648.0,13851.0,13549.0,10023.0,홍천,31.733412756598238,31.04151392961877,22.96325146627566,17,2,8,0.6918988269794681,8.770161290322577,-8.078262463343108
129,강원도,횡성군,29447.0,8833.0,10423.0,6479.0,횡성,29.996264475158757,35.395795836587766,22.002241314904744,18,2,9,-5.399531361429009,7.994023160254013,-13.393554521683022
130,강원도,영월군,25925.0,8067.0,8779.0,5753.0,영월,31.116682738669237,33.86306653809065,22.19093539054966,71,7,10,-2.7463837994214124,8.925747348119575,-11.672131147540988
131,강원도,평창군,27444.0,8591.0,9348.0,5998.0,평창,31.303745809648742,34.06209007433319,21.85541466258563,60,6,10,-2.7583442646844496,9.448331147063112,-12.206675411747561
132,강원도,화천군,17083.0,5161.0,5019.0,4000.0,화천,30.211321196511154,29.380085465082246,23.415091026166365,1,0,8,0.831235731428908,6.7962301703447885,-5.96499443891588
133,강원도,양구군,14848.0,4526.0,4250.0,3519.0,양구,30.482219827586203,28.62338362068966,23.700161637931032,2,0,9,1.8588362068965445,6.782058189655171,-4.923221982758626
134,강원도,철원군,29103.0,8998.0,8437.0,7101.0,철원,30.917774799848814,28.99013847369687,24.399546438511493,0,0,7,1.9276363261519442,6.5182283613373215,-4.590592035185377
135,충청북도,청주시상당구,106316.0,42308.0,27108.0,21983.0,청주 상당,39.79457466420859,25.497573272132136,20.677038263290566,149,14,6,14.297001392076453,19.117536400918024,-4.820535008841571
136,충청북도,청주시서원구,134980.0,56521.0,30471.0,28912.0,청주 서원,41.87361090531931,22.57445547488517,21.4194695510446,150,14,7,19.29915543043414,20.45414135427471,-1.1549859238405702
137,충청북도,청주시흥덕구,153064.0,66281.0,31023.0,32756.0,청주 흥덕,43.30280144253385,20.267992473736477,21.400198609731877,127,12,7,23.03480896879737,21.90260283280197,1.1322061359953999
138,충청북도,청주시청원구,115327.0,50487.0,24026.0,24203.0,청주 청원,43.77725944488281,20.83293591266572,20.986412548665967,139,13,7,22.944323532217087,22.79084689621684,0.15347663600024575
139,충청북도,충주시,127426.0,43551.0,38532.0,28588.0,충주,34.17748340213143,30.238726790450926,22.434981871831493,126,12,6,3.9387566116805033,11.742501530299936,-7.803744918619433
140,충청북도,제천시,84700.0,28517.0,26977.0,17768.0,제천,33.668240850059036,31.850059031877215,20.977567886658797,102,10,7,1.8181818181818201,12.690672963400239,-10.872491145218419
141,충청북도,단양군,19905.0,5708.0,7901.0,4026.0,단양,28.676212007033406,39.69354433559407,20.22607385079126,115,11,7,-11.017332328560663,8.450138156242147,-19.46747048480281
142,충청북도,영동군,32554.0,10432.0,10958.0,7017.0,영동,32.045217177612585,33.660994040670886,21.55495484425877,161,15,7,-1.6157768630583007,10.490262333353815,-12.106039196412116
143,충청북도,보은군,22341.0,7268.0,7587.0,4910.0,보은,32.53211584083076,33.95998388612864,21.97753010160691,140,13,8,-1.4278680452978776,10.554585739223853,-11.98245378452173
144,충청북도,옥천군,33175.0,11181.0,10431.0,7465.0,옥천,33.70308967596081,31.442351168048226,22.501883948756593,160,15,6,2.260738507912585,11.201205727204218,-8.940467219291634
145,충청북도,음성군,56788.0,20723.0,15180.0,13381.0,음성,36.49186447841093,26.730999506938087,23.56307670634641,113,11,5,9.760864971472845,12.92878777206452,-3.1679228005916755
146,충청북도,진천군,41255.0,15844.0,10265.0,9489.0,진천,38.40504181311356,24.881832505150893,23.0008483820143,125,12,5,13.52320930796267,15.404193431099262,-1.8809841231365922
147,충청북도,괴산군,25824.0,7876.0,9435.0,5830.0,괴산,30.498760842627014,36.53578066914498,22.575898389095414,128,12,8,-6.037019826517962,7.9228624535316,-13.959882280049563
